CUSTOMER_ID;NAME;CUSTOMER_AGE;GENDER;EDUCATION_LEVEL;MARITAL_STATUS;INCOME_CATEGORY;STATE
808909008;Vanessa Torphy;61;M;Post-Graduate;Married;Less than $40K;Alaska
716207508;Rafaela Grady;36;M;High School;Married;$60K - $80K;Nebraska
768965208;Charley Mayer;51;F;Graduate;Married;$40K - $60K;Missouri
720185058;Kari Wintheiser;46;M;Graduate;Married;$60K - $80K;Virginia
715220508;Ms. Elisabeth Renner V;31;F;High School;Married;Less than $40K;Alaska
712112733;Jayden Cassin PhD;33;M;Doctorate;Single;$40K - $60K;New Hampshire
712298883;Prof. Russ Medhurst;50;F;High School;Single;Less than $40K;Louisiana
717813558;Miss Bette Simonis I;57;F;High School;Single;Unknown;Arizona
716823408;Gwen Herman;65;M;Doctorate;Single;Unknown;New Hampshire
719089383;Gust Harvey III;48;M;High School;Married;$40K - $60K;Kentucky
710039208;Wiley Rippin Jr.;57;F;Unknown;Single;Unknown;Kansas
780237033;Katelyn Welch;63;F;Unknown;Married;$40K - $60K;Connecticut
720986958;Mrs. Krista Rutherford V;50;F;Graduate;Divorced;$40K - $60K;Massachusetts
709473708;Lizeth Howell;39;M;Graduate;Married;$80K - $120K;Georgia
708593883;Ms. Melody Romaguera V;39;M;College;Married;$60K - $80K;Wyoming
710241858;Dr. Arely Grant IV;39;F;Unknown;Married;Less than $40K;New Hampshire
715392558;Kyleigh Schinner;52;M;Unknown;Single;$120K +;Wyoming
717399183;Mr. Hardy Dicki;37;M;Graduate;Married;$80K - $120K;Florida
817925058;Ms. Alvera Sawayn;50;F;Uneducated;Married;Unknown;New Jersey
716029158;Miss Margarita Grimes;59;M;Unknown;Married;$60K - $80K;Illinois
715043508;Lue Aufderhar;38;M;Graduate;Unknown;$40K - $60K;Vermont
716610558;Nathan Little;65;F;High School;Single;$40K - $60K;Nebraska
716768808;Rebecca Witting;57;M;Unknown;Married;$120K +;South Dakota
795810633;Shaylee Hodkiewicz;65;M;Uneducated;Married;Unknown;Vermont
779925033;Dr. Jennifer Thompson;38;F;Graduate;Married;$40K - $60K;Alabama
790225758;Joelle Murazik;41;M;College;Single;$80K - $120K;Vermont
713879283;Tabitha Brekke;55;F;Graduate;Married;Less than $40K;Louisiana
715968858;Mr. Julien Beer;28;M;Post-Graduate;Married;Unknown;Texas
767687208;Deion O'Kon MD;31;M;Unknown;Single;$80K - $120K;California
778728783;Mr. Donnell Stracke II;39;F;Unknown;Married;Less than $40K;Oklahoma
713637783;Nella Bashirian;44;F;Graduate;Married;Unknown;Georgia
718162908;Mr. Laverna Schroeder MD;55;M;College;Married;$80K - $120K;Iowa
708664008;Julianne McClure II;57;M;College;Married;$80K - $120K;Indiana
711929058;Garrett Predovic;28;M;High School;Married;Unknown;New Jersey
770781558;Scot Feeney;35;F;Graduate;Married;Less than $40K;Wisconsin
790048158;Mr. Kristopher Roberts;46;F;College;Married;Less than $40K;Connecticut
721258158;Katrine Breitenberg IV;65;F;Uneducated;Single;Unknown;California
786480183;Prof. Leopold Kiehn MD;50;F;Uneducated;Married;Unknown;Arkansas
721378008;Angelina Koepp Jr.;31;M;Uneducated;Divorced;$40K - $60K;Florida
709897983;Veda Hackett;35;F;Doctorate;Married;$40K - $60K;South Dakota
717225258;Donny Lueilwitz;35;M;Graduate;Single;$120K +;Virginia
803148033;Franco Strosin;54;M;College;Married;$80K - $120K;Nebraska
779474958;Katherine Huels;35;F;Unknown;Single;Less than $40K;California
712060158;Dr. Jolie Mitchell III;35;M;Doctorate;Single;$60K - $80K;Vermont
713292933;Olen Marquardt;36;F;Graduate;Single;Unknown;Arizona
710982858;Ismael Schulist;33;F;Graduate;Single;$40K - $60K;Wyoming
714542058;Mr. Vernon Ziemann;53;M;Graduate;Unknown;$60K - $80K;Indiana
712319058;Dr. Grover Rohan;37;F;Uneducated;Married;Less than $40K;Arkansas
744483633;Wilber Strosin;35;M;Graduate;Married;$120K +;New Hampshire
714947883;Shania Botsford;59;M;Graduate;Married;$40K - $60K;California
788776908;Lizeth Toy Sr.;47;M;Unknown;Unknown;$80K - $120K;Tennessee
714802458;Dr. Ruthe Feest I;48;F;High School;Single;$40K - $60K;Idaho
721485708;Domenick Stiedemann IV;58;M;Uneducated;Married;$80K - $120K;Illinois
716378658;Roma Metz;55;F;Unknown;Married;Less than $40K;Illinois
713375658;Jalyn Bogan;37;M;Graduate;Divorced;$40K - $60K;North Carolina
717828108;Jaylen Hudson Sr.;57;M;Graduate;Married;$80K - $120K;Wyoming
788784258;Ruby Dicki;60;M;High School;Married;Unknown;Montana
718875483;Prof. Rachelle Renner I;50;M;College;Married;$60K - $80K;Colorado
811111083;Prof. Kaya Corkery Jr.;56;M;High School;Married;$60K - $80K;Kansas
715749108;Heber Veum;48;M;Graduate;Married;$60K - $80K;West Virginia
780197133;Nia Huels MD;40;M;Graduate;Single;$60K - $80K;Oregon
719146008;Dr. Joesph Hand;48;M;Graduate;Married;$80K - $120K;Arkansas
717727308;Cameron Gusikowski;50;F;Uneducated;Married;Less than $40K;Rhode Island
718445883;Mrs. Yoshiko Howe IV;61;F;Uneducated;Married;Less than $40K;Indiana
795997908;Syble Paucek;36;M;High School;Married;$80K - $120K;Wisconsin
710159658;Ernestina Dibbert;46;M;High School;Married;$120K +;Mississippi
716068683;Mrs. Rosalia Harris IV;28;M;Uneducated;Divorced;Unknown;Texas
778844433;Mr. Kayley Larson I;49;M;Unknown;Single;$80K - $120K;New York
715161633;Kaleb Hills;44;F;High School;Single;$40K - $60K;Illinois
773270058;Timmothy Maggio;57;M;High School;Married;$80K - $120K;Georgia
714120258;Zora Reichel;37;M;Uneducated;Divorced;$80K - $120K;West Virginia
720076458;Harrison Wolf PhD;57;M;Uneducated;Married;$80K - $120K;Maine
720693033;Lester Dibbert;33;M;Unknown;Married;$60K - $80K;New Hampshire
719978583;Prof. Reginald Towne;46;M;High School;Married;$60K - $80K;North Dakota
712784058;Gunner Kihn;45;F;High School;Divorced;Unknown;Hawaii
717261708;Rosa Greenfelder;53;M;Unknown;Married;$80K - $120K;Colorado
803665983;Duncan Lind;52;M;Unknown;Married;$60K - $80K;Kansas
815838633;Pink Gleason Sr.;34;M;Unknown;Married;$60K - $80K;Maryland
826706208;Mrs. Sunny Labadie;55;M;Graduate;Single;$80K - $120K;Virginia
721218408;Heloise Kovacek;53;M;High School;Married;$120K +;Iowa
779484408;Mariane Adams;37;M;Unknown;Married;$60K - $80K;Montana
710416533;Virgie Roob;58;F;Unknown;Single;$40K - $60K;Connecticut
719706483;Prof. Fannie Wehner;33;M;High School;Married;$120K +;Pennsylvania
712206858;Mustafa Kihn;39;M;Graduate;Married;$120K +;Vermont
709886583;Sigurd Roob III;37;F;High School;Single;Less than $40K;Kentucky
711040758;Mrs. Vivien Fritsch III;32;M;Uneducated;Single;$40K - $60K;New Jersey
817197333;Dr. Michele Donnelly IV;26;F;Uneducated;Single;Unknown;Georgia
718929708;Savanna Ernser;60;F;Graduate;Married;Less than $40K;Kansas
721150833;Kyra Ernser;37;M;Graduate;Single;$80K - $120K;Texas
714514983;Josie O'Reilly;43;F;Graduate;Married;Less than $40K;Rhode Island
779888658;Oliver Kiehn;56;M;Uneducated;Married;$80K - $120K;Maine
715883358;Prof. Maymie Hansen;52;M;College;Married;$80K - $120K;Connecticut
713363583;Oleta Funk;34;M;Uneducated;Single;$120K +;Michigan
772935108;Ray Friesen;47;M;Unknown;Divorced;$80K - $120K;Virginia
820075983;Brianne Lowe;26;M;Graduate;Single;Less than $40K;Michigan
721502958;Lauryn Krajcik;54;M;High School;Married;$120K +;Wisconsin
708596283;Minnie Greenholt;35;F;Uneducated;Single;Less than $40K;Indiana
710325258;Winona Ledner;52;M;Unknown;Married;$80K - $120K;Vermont
708823908;Mrs. Dahlia Harber Jr.;41;M;Graduate;Single;$60K - $80K;Vermont
826401858;Prof. Gabriel Zemlak IV;36;F;Uneducated;Divorced;Less than $40K;Utah
709554483;Prof. Arnold Ward Jr.;53;F;Graduate;Married;Less than $40K;Georgia
710545158;Jonas Wilderman;42;M;Unknown;Single;$120K +;New Jersey
788621658;Kathryne Gutmann MD;54;M;College;Married;$60K - $80K;New Hampshire
716713533;Katrina Powlowski;53;M;Post-Graduate;Single;$80K - $120K;Hawaii
712338033;Jessyca Feest;36;M;High School;Married;$80K - $120K;Delaware
711639708;Colt Homenick PhD;42;M;Graduate;Single;$60K - $80K;California
720216108;Annabel Pagac;27;F;College;Divorced;Less than $40K;Iowa
718708908;Zaria Keeling I;58;M;Graduate;Married;$60K - $80K;Hawaii
802890333;Ila Abernathy;59;M;Uneducated;Married;$40K - $60K;Mississippi
712965183;Mr. Adolfo Steuber IV;63;F;Graduate;Married;Less than $40K;Illinois
796170933;Abbigail Hudson;57;M;Uneducated;Single;$80K - $120K;Florida
712816833;Herman Boyer;56;F;High School;Married;Unknown;Alaska
814829583;Ms. Helen Jacobs;42;F;Unknown;Single;Less than $40K;Alabama
798769458;Mr. Bennie Brown;29;F;High School;Single;Less than $40K;Louisiana
818034558;Mrs. Antonietta Grady;44;M;Unknown;Unknown;$60K - $80K;Hawaii
719483358;Era Kling;33;M;College;Married;$40K - $60K;Wisconsin
719647383;Ewald Schinner;35;M;Graduate;Married;$80K - $120K;Maryland
714909108;Billy Waters;33;F;Graduate;Single;Less than $40K;California
793678608;Dr. Jacinto Keeling V;46;M;Graduate;Single;$80K - $120K;Virginia
720854358;Dee Bogan;27;M;Unknown;Married;$40K - $60K;Alabama
709126833;Mr. Ramon Jacobs;42;M;College;Unknown;$120K +;New Jersey
788896983;Prof. Leo Buckridge Sr.;53;M;Graduate;Married;$60K - $80K;Vermont
715731033;Prof. Dayton Kutch;50;M;Graduate;Single;$120K +;Texas
717636933;Kane Gerlach;48;F;College;Divorced;$40K - $60K;Utah
772658658;Clara McCullough;57;M;High School;Single;$60K - $80K;Idaho
755943033;Zachary Abbott Sr.;34;F;Graduate;Single;Less than $40K;Illinois
772399983;Ms. Gia Fadel Jr.;55;M;College;Single;$80K - $120K;Iowa
826130133;Jaylin McDermott;58;M;Graduate;Married;$120K +;Georgia
719238183;Reba Christiansen;55;F;Graduate;Married;Less than $40K;Texas
802666083;Jeffrey Kling;48;F;Uneducated;Unknown;Less than $40K;Pennsylvania
713682708;Eusebio Jerde;45;M;College;Divorced;$40K - $60K;Kentucky
712774008;Reymundo Kuhn;59;M;Uneducated;Married;Less than $40K;Vermont
717627333;Kaelyn Deckow;53;F;Post-Graduate;Married;$40K - $60K;South Carolina
779542608;Nannie Schinner;47;M;Uneducated;Single;$80K - $120K;Alabama
715322958;Ms. Vivianne Medhurst IV;43;F;Unknown;Married;Unknown;Washington
779100408;Miss Jenifer Funk IV;33;F;Post-Graduate;Married;Less than $40K;Alabama
715352883;Wilford Bechtelar;49;F;Post-Graduate;Single;Unknown;Wyoming
789963033;Myron Gorczany;54;F;Graduate;Single;Less than $40K;Minnesota
710687508;Ms. Clare Shanahan I;65;M;High School;Married;Less than $40K;California
789656358;Dr. Major Langosh;49;F;Graduate;Married;$40K - $60K;Utah
715720083;Herminio Veum PhD;47;M;Unknown;Single;$80K - $120K;Hawaii
716584158;Tod Ledner;51;M;High School;Married;$80K - $120K;Iowa
815727183;Liliane Baumbach;36;M;High School;Single;$80K - $120K;Texas
717066408;Mr. Kareem Yundt V;36;M;Graduate;Married;$60K - $80K;West Virginia
708104658;Colten Hills;46;M;Graduate;Unknown;$40K - $60K;Oregon
718016808;Miss Krystel Collins;62;F;Unknown;Married;Less than $40K;Texas
814571058;Dr. Sally Schinner MD;30;F;College;Single;Less than $40K;Utah
714757908;Coty Lesch;46;M;Graduate;Married;$120K +;South Carolina
710345808;Vincenzo Frami;41;M;Uneducated;Divorced;$80K - $120K;Rhode Island
814752558;Miss Joanne Stanton;50;M;Uneducated;Married;$40K - $60K;New Mexico
721284258;Ms. Lelah Adams;53;M;Unknown;Married;$80K - $120K;Louisiana
719336583;Dominic Gulgowski;55;M;Uneducated;Married;$120K +;Ohio
797638383;Ms. Treva Dickinson V;49;F;High School;Married;Less than $40K;Kentucky
708434733;Janick Ondricka;56;M;Graduate;Married;$60K - $80K;Mississippi
711802758;Loraine Mosciski;63;M;Graduate;Married;$40K - $60K;Indiana
720620058;Prof. Madge Fisher;41;M;High School;Unknown;$80K - $120K;North Dakota
819169683;Mr. Soledad Nitzsche III;34;M;Unknown;Married;$40K - $60K;Kansas
709757583;Tressie Champlin;35;M;Unknown;Married;$120K +;Virginia
789307833;Loyce Upton;44;M;College;Unknown;$120K +;New York
823912308;Roscoe Bechtelar;38;F;Graduate;Married;Less than $40K;Alaska
720746208;Roosevelt Schaden;52;M;Graduate;Married;$80K - $120K;Minnesota
709121283;Aliza Walker;54;M;Uneducated;Married;Less than $40K;Tennessee
714093108;Hal Lueilwitz;58;F;High School;Single;$40K - $60K;Vermont
718368333;Richmond Blanda IV;26;M;College;Unknown;Less than $40K;Idaho
806752533;Prof. Hazel Green;27;F;Post-Graduate;Single;Less than $40K;Arizona
758521983;Maureen Auer Sr.;33;M;Unknown;Married;$80K - $120K;California
779473308;Prof. Kendrick White MD;32;M;Uneducated;Single;$60K - $80K;Massachusetts
709376508;Carson Quigley;58;F;College;Married;Less than $40K;Ohio
712589658;Dr. Jeremy Witting;45;F;Uneducated;Unknown;Less than $40K;Vermont
712141683;Lauriane Rolfson;48;F;High School;Single;Less than $40K;Georgia
712494108;Tyrell Emmerich;38;M;Post-Graduate;Single;$60K - $80K;West Virginia
721350783;Lucas Marquardt;54;M;High School;Married;$80K - $120K;Michigan
710133858;Alfonzo Fritsch;40;F;Graduate;Unknown;Less than $40K;Alaska
719152383;Emmanuel McClure;35;F;Uneducated;Married;Less than $40K;New Mexico
715174158;Mrs. Amina Moore DDS;31;M;College;Married;$80K - $120K;Hawaii
780040758;Dr. Fausto Gaylord DVM;40;F;College;Married;$40K - $60K;North Carolina
719525358;Ibrahim Rau;52;M;Graduate;Single;$80K - $120K;Arkansas
710892408;Ethelyn Parker;57;F;High School;Married;Less than $40K;Iowa
713295183;Hermann Lockman;48;M;Graduate;Divorced;$80K - $120K;New Hampshire
789871233;Kade Lynch;49;M;High School;Married;$80K - $120K;New Jersey
712663533;Prof. Kareem Kunze PhD;40;M;High School;Single;$40K - $60K;Wisconsin
820906233;Prof. Chaim Lehner;45;M;Graduate;Married;$40K - $60K;California
821163408;Glenna Yundt III;41;M;Unknown;Married;$80K - $120K;Connecticut
708947208;Alessandro Stehr;36;M;Graduate;Single;$80K - $120K;Missouri
715261458;Joany Schneider;37;F;Graduate;Single;Less than $40K;Pennsylvania
789310833;Elliot Hackett;44;F;College;Divorced;$40K - $60K;Louisiana
818294958;Miss Vernie Runolfsdottir DDS;52;M;College;Married;$120K +;Missouri
713902983;Richie Auer;42;F;High School;Married;Less than $40K;West Virginia
771693933;Carole Mills;62;F;Graduate;Married;Less than $40K;Colorado
827984658;Garland Koch;49;M;Post-Graduate;Married;$80K - $120K;Wisconsin
789012633;Vivian Reynolds;30;F;Graduate;Single;Less than $40K;Michigan
807237783;Dr. April Wehner;50;M;Uneducated;Single;$60K - $80K;Massachusetts
803408733;Isabel Wunsch;32;M;High School;Divorced;$60K - $80K;Idaho
824667708;Sammie Pouros;32;F;Graduate;Single;Less than $40K;Montana
807165033;Laurel Schoen Sr.;49;M;Post-Graduate;Single;$60K - $80K;Arkansas
809984133;Naomi Huels;37;M;Doctorate;Single;$120K +;Wyoming
718949433;Prof. Tiana Ullrich Jr.;42;F;College;Single;Unknown;Rhode Island
751227183;Jeffry Rath;36;M;Unknown;Single;$80K - $120K;Illinois
716331408;Mitchell Hermiston;52;F;Unknown;Married;Less than $40K;Louisiana
714199983;Carlotta Terry;48;M;Uneducated;Single;$60K - $80K;Arizona
774172158;Sammie Lockman;29;M;Unknown;Single;$60K - $80K;Indiana
708171858;Rod Hills;33;F;Post-Graduate;Married;$40K - $60K;California
709074108;Cicero Abbott;36;M;College;Single;$60K - $80K;Kentucky
721304133;Prof. Danika Stamm;36;F;High School;Married;Less than $40K;Montana
787430733;Clarabelle Wolf;56;F;High School;Married;$40K - $60K;Wyoming
711225933;Stephanie West;28;M;High School;Divorced;Less than $40K;New Jersey
717478983;Enola Emmerich;31;F;Uneducated;Divorced;Less than $40K;Louisiana
720949083;D'angelo Toy;44;F;Uneducated;Single;Less than $40K;Montana
712851108;Leann Marquardt;51;F;High School;Married;Unknown;Pennsylvania
713151258;Adelbert Leffler;55;M;Graduate;Single;$40K - $60K;Delaware
799731033;Rowland Klocko;34;F;Doctorate;Single;Less than $40K;Louisiana
822138333;Lera Hoeger;61;F;Graduate;Single;$40K - $60K;Mississippi
708532308;Barton Bartell Sr.;37;M;Uneducated;Single;$60K - $80K;Delaware
713718558;Cora Thompson;46;M;Graduate;Married;$40K - $60K;Hawaii
778939683;Prof. Estefania Abbott DDS;47;F;Uneducated;Married;Less than $40K;Missouri
713322633;Jordy Koelpin;54;M;Graduate;Married;$40K - $60K;Georgia
754671558;Mathilde Kuphal;50;F;Unknown;Single;Less than $40K;North Carolina
719291283;Ramona Daugherty;36;F;High School;Single;Less than $40K;South Carolina
720659283;Dr. Joan Braun IV;37;M;Graduate;Married;$60K - $80K;New Hampshire
719535558;Miss Coralie Monahan;47;M;College;Divorced;$40K - $60K;Kentucky
771032658;Janie Baumbach;54;M;Unknown;Married;$80K - $120K;Illinois
709468683;Deangelo Labadie;64;F;High School;Married;Less than $40K;Minnesota
719455908;Prof. Lizeth Keeling III;48;M;Graduate;Married;$80K - $120K;Ohio
816890883;Miss Chyna Bergstrom DVM;35;M;Uneducated;Single;$60K - $80K;Missouri
709826058;Wilford Schoen;49;M;Unknown;Married;$80K - $120K;Connecticut
735008958;Kirsten D'Amore;42;M;Unknown;Married;$60K - $80K;Connecticut
713766183;Cleora Stiedemann;49;M;Uneducated;Single;$80K - $120K;Texas
719148633;Vladimir Weissnat;53;F;Graduate;Married;Less than $40K;Ohio
789266208;River Gulgowski;56;M;High School;Married;$80K - $120K;Wyoming
718373658;Clemmie Cronin;41;M;College;Single;$60K - $80K;Arizona
712255458;Dr. Orion Boyer;37;M;High School;Single;$60K - $80K;Ohio
789494133;Madaline Bartoletti;30;M;High School;Married;Less than $40K;West Virginia
714178458;Skylar Jakubowski;45;M;Post-Graduate;Married;$80K - $120K;Indiana
717595908;Dr. Cordell Crist Sr.;54;M;High School;Married;$60K - $80K;Alabama
798114033;Mrs. Mable Mitchell;46;M;Graduate;Married;$60K - $80K;North Dakota
709479558;Prof. Ricardo Wiza Jr.;36;F;College;Single;Less than $40K;Minnesota
778148283;Keeley Heaney Jr.;48;M;Doctorate;Single;$120K +;North Dakota
719363283;Koby Trantow;59;F;Doctorate;Single;Less than $40K;Delaware
716225433;Mr. Enid Dooley DDS;60;M;Uneducated;Single;$80K - $120K;Louisiana
719882583;Audra Shanahan;44;M;Graduate;Single;$60K - $80K;New Jersey
711076533;Andy Fisher;65;M;College;Divorced;Less than $40K;Connecticut
820651908;Jace Koch;46;F;Graduate;Single;$40K - $60K;Rhode Island
710884683;Mrs. Georgianna Metz;48;M;Graduate;Married;$80K - $120K;Oregon
797468658;Ubaldo Morar;53;M;High School;Married;$120K +;South Dakota
716375883;Ms. Allie Mitchell;53;F;Uneducated;Married;Unknown;North Dakota
711534183;Hannah Nicolas;41;M;High School;Single;$80K - $120K;Wyoming
721083258;Mrs. Ana Christiansen MD;37;F;High School;Divorced;$40K - $60K;Oregon
717986058;Ms. Meghan Breitenberg III;29;F;High School;Single;Less than $40K;Mississippi
804610908;Mr. Elroy Lang;49;F;Doctorate;Married;Less than $40K;Florida
717602733;Bette Grant;47;M;Doctorate;Single;Less than $40K;Missouri
770952933;Dr. Ebba Deckow III;53;F;Unknown;Married;Less than $40K;Idaho
713233908;Mrs. Mikayla Franecki;33;M;Graduate;Divorced;$60K - $80K;Rhode Island
755365233;Prof. Freddy Bernhard;34;M;Graduate;Unknown;$60K - $80K;Nebraska
715105908;Katrine Cummings;28;F;Graduate;Single;Unknown;Arkansas
712658283;Augustus Schmidt PhD;36;F;Graduate;Single;$40K - $60K;Maine
708796458;Brennon Lind;30;F;Graduate;Single;Less than $40K;Wisconsin
713557533;Mckenna Armstrong;34;M;High School;Single;$40K - $60K;California
710524533;Karli Goyette;38;F;College;Married;$40K - $60K;Kentucky
713412558;Jaunita Weimann;39;F;Post-Graduate;Married;Less than $40K;Nevada
720000708;Mr. Mathias Hill;32;F;Graduate;Married;Unknown;Nebraska
718934058;Dr. Lindsay O'Connell;36;M;Doctorate;Single;$40K - $60K;Missouri
710607408;Dr. Darius Lang V;37;F;High School;Single;Unknown;Minnesota
717613233;Denis Schinner;45;M;Uneducated;Married;$60K - $80K;Idaho
821710308;Mr. Alan Hessel II;38;F;Uneducated;Single;Less than $40K;Delaware
716089983;Jackson Glover;31;M;Graduate;Single;$40K - $60K;Ohio
720430083;Jacynthe Kihn;65;M;High School;Unknown;Less than $40K;Tennessee
712071708;Vito Schaden;63;F;Graduate;Married;Less than $40K;Massachusetts
770721858;Nikita Tromp;65;M;Graduate;Married;Less than $40K;Utah
751381458;Charlene Kirlin;43;F;College;Married;Unknown;New Mexico
715629783;Serenity Kerluke;51;M;Graduate;Married;$40K - $60K;Nevada
768886533;Dr. Chloe Borer Jr.;37;M;Graduate;Married;$60K - $80K;New Mexico
711023508;Mr. Timothy Johnston;55;F;Graduate;Married;Unknown;Missouri
711291558;Prof. Ashlynn Dooley IV;27;M;Uneducated;Single;$60K - $80K;Florida
714929283;Dr. Bessie Cummings V;34;F;High School;Married;$40K - $60K;Wisconsin
716285358;Jon Gorczany;32;F;College;Divorced;Less than $40K;Minnesota
710958033;Jairo Ferry;49;F;Uneducated;Single;Less than $40K;California
786566733;Royce Reichel;49;M;Unknown;Single;$80K - $120K;Alaska
794551383;Prof. Braulio Lemke DDS;50;F;College;Single;Less than $40K;New Jersey
820981383;Ivory Windler;44;F;High School;Divorced;Less than $40K;Indiana
713366583;Anna Rippin I;63;F;High School;Married;Less than $40K;Montana
767311008;Prof. Loyal Hane;41;M;Graduate;Divorced;$80K - $120K;Maryland
716624133;Kamille Wuckert;56;M;Unknown;Married;$80K - $120K;South Carolina
712727283;Prof. Wilmer Lesch PhD;55;M;Graduate;Married;$60K - $80K;New Hampshire
716059608;Leila Barton;48;F;College;Single;Less than $40K;Missouri
708292833;Anya Schmeler;35;M;High School;Single;$120K +;Alaska
720013083;Amani Glover;30;F;Post-Graduate;Single;Less than $40K;Arizona
710540883;Jayde Terry Sr.;37;M;High School;Single;$80K - $120K;Maryland
709212183;Mrs. Michelle Homenick Sr.;53;F;Graduate;Married;Less than $40K;Arizona
713424108;Dr. German Powlowski;37;M;Graduate;Single;$60K - $80K;Indiana
718476033;Raegan Bergnaum;65;F;Uneducated;Single;Unknown;North Dakota
815001108;Dr. Odie Kreiger DVM;48;M;Doctorate;Single;Less than $40K;Minnesota
709802208;Mr. Davon DuBuque;37;M;Graduate;Married;$40K - $60K;California
713445183;Christophe Metz;35;M;High School;Married;$60K - $80K;Iowa
717310458;Laney Armstrong;35;F;Graduate;Single;Less than $40K;Massachusetts
789158433;Carley Kirlin;49;F;High School;Unknown;$40K - $60K;North Carolina
788761608;Geoffrey Fadel Jr.;26;F;High School;Single;Unknown;Washington
709916058;Dr. Domenico Bernier;58;M;Unknown;Married;$60K - $80K;Washington
789804933;Mr. Brain Mayer II;29;F;Uneducated;Single;Unknown;Kentucky
780070833;Mr. Gilbert Koelpin III;58;F;Unknown;Married;Less than $40K;Nevada
772776033;Schuyler Johns III;33;M;College;Single;$80K - $120K;Pennsylvania
719804208;Kenton Cole;36;M;Graduate;Married;$40K - $60K;Texas
715077483;Margaret Hoppe;47;F;Doctorate;Married;Less than $40K;Tennessee
717000858;Prof. Jerrold West;41;M;Graduate;Married;Less than $40K;Idaho
792402483;Jayda Ryan III;46;M;Graduate;Single;$60K - $80K;Virginia
712973733;Dr. Chester Gutmann PhD;58;M;Graduate;Married;$60K - $80K;California
813213558;Estella McClure DDS;53;F;Doctorate;Single;Less than $40K;Louisiana
718215033;Jermain Franecki Sr.;54;F;Unknown;Married;Less than $40K;Minnesota
717207408;Mohamed Runolfsson;39;F;Uneducated;Divorced;Unknown;Illinois
711426033;Harold DuBuque;49;M;Graduate;Married;$80K - $120K;Connecticut
719233833;Rene O'Keefe;35;F;High School;Married;Less than $40K;New Mexico
716864733;Stephen Sanford;47;M;College;Married;$120K +;Washington
821168733;Mr. Moriah Gleason;38;M;Graduate;Married;$60K - $80K;New Hampshire
710135058;Eleanore Walker;56;M;Graduate;Married;$80K - $120K;Hawaii
720228708;Alisa Hane;56;M;High School;Married;$120K +;North Dakota
718618458;Hosea Bartell;38;M;High School;Single;$60K - $80K;Delaware
719470458;Adele Murray;46;M;College;Single;$80K - $120K;Virginia
719587158;Sasha Wiegand Sr.;37;M;High School;Single;$40K - $60K;New Hampshire
715499808;Prof. Asha Donnelly DVM;63;F;Unknown;Married;Less than $40K;Minnesota
718589133;Tristian Feil;65;F;Graduate;Single;Less than $40K;North Carolina
789235383;Roscoe Kassulke;38;M;College;Married;$80K - $120K;Pennsylvania
773364483;Marjolaine Pfannerstill DVM;45;F;Doctorate;Unknown;Unknown;Utah
713548158;Prof. Hank Turner;26;M;College;Single;$40K - $60K;Nebraska
720264783;Mona Boehm;58;F;Graduate;Married;Less than $40K;Washington
715319958;Claudie Reilly;48;M;Uneducated;Married;$120K +;California
710528583;Destiny Abshire IV;26;F;Unknown;Single;$40K - $60K;New Jersey
809990883;Roy Kihn;48;F;Graduate;Single;Less than $40K;Kansas
714412308;Prof. Lazaro Schulist Sr.;33;M;Graduate;Married;$80K - $120K;Louisiana
772303458;Forest Hamill;62;F;Doctorate;Married;$40K - $60K;Virginia
721243083;Jackeline Wiegand;55;M;Uneducated;Divorced;$80K - $120K;Oregon
711990933;Miss Cordia Block IV;40;F;Graduate;Single;Less than $40K;Texas
819977058;Mason Hane;46;M;High School;Single;$40K - $60K;West Virginia
721467258;Floy Hirthe;58;M;High School;Married;$40K - $60K;New Hampshire
719976558;Anahi Parisian;47;M;Graduate;Unknown;$60K - $80K;Mississippi
718824783;Miss Bert Labadie;50;M;Unknown;Divorced;$60K - $80K;Idaho
713303733;Haskell Koch PhD;53;M;Graduate;Married;$120K +;Nebraska
711129483;Zora Powlowski;45;M;Graduate;Married;$60K - $80K;South Carolina
779618433;Reyes Feest Jr.;48;M;Uneducated;Single;$40K - $60K;South Carolina
797757333;Prof. Jevon Stanton;43;M;Post-Graduate;Married;$60K - $80K;Alaska
814497483;Stephen Nienow;60;M;Uneducated;Married;$60K - $80K;South Carolina
709623483;Winston Funk;56;M;High School;Married;$120K +;Mississippi
709056558;Taya Kshlerin;43;F;College;Married;$40K - $60K;Tennessee
708238833;Prof. Anjali Larson MD;57;F;High School;Married;Less than $40K;Ohio
813261408;Dr. Emiliano Morissette PhD;52;F;Uneducated;Married;$40K - $60K;Utah
720424608;Ms. Minerva Terry;56;F;Unknown;Married;Unknown;Wisconsin
798022683;Shirley Torp;43;M;Graduate;Married;$80K - $120K;Idaho
769756983;Prof. Kameron Bernier Jr.;38;M;Graduate;Married;$60K - $80K;Idaho
712674183;Lenny Schaefer;53;M;College;Married;$40K - $60K;Colorado
708900408;Mr. Roel Anderson PhD;52;F;Graduate;Divorced;Unknown;New Hampshire
713625483;Kristoffer Weber;58;M;College;Married;$80K - $120K;Alabama
716869458;Jamison Bahringer;34;F;College;Single;Less than $40K;Idaho
788723133;Jeff Konopelski;36;M;High School;Single;$40K - $60K;North Carolina
794462133;Prof. Mya McCullough Sr.;55;F;Graduate;Single;$40K - $60K;New York
